PC_DESC,UNIT OF QTY,COUNTRY,QTY,VAL (MILL US $)
PROCESSED MINERALS,KGS,CZECH REPUBLIC,878773,0.2
PROCESSED MINERALS,KGS,DENMARK,579,0.02
PROCESSED MINERALS,KGS,EGYPT A RP,224990020,5
PROCESSED MINERALS,KGS,FINLAND,17500,0.1
PROCESSED MINERALS,KGS,FRANCE,17439518,8.16
PROCESSED MINERALS,KGS,GABON,600,0.01
PROCESSED MINERALS,KGS,GEORGIA,726000,0.19
PROCESSED MINERALS,KGS,GERMANY,28194969,27.47
PROCESSED MINERALS,KGS,GREECE,11176905,2.58
PROCESSED MINERALS,KGS,GUYANA,429000,0.18
PROCESSED MINERALS,KGS,HONG KONG,193500,0.05
PROCESSED MINERALS,KGS,HUNGARY,18502,0.05
PROCESSED MINERALS,KGS,INDONESIA,663229,0.15
PROCESSED MINERALS,KGS,IRAN,2063207166,41.42
PROCESSED MINERALS,KGS,IRELAND,30934375,16.52
PROCESSED MINERALS,KGS,ISRAEL,582331,1.14
PROCESSED MINERALS,KGS,ITALY,14000392,6.12
PROCESSED MINERALS,KGS,JAPAN,7308947,10.22
PROCESSED MINERALS,KGS,JORDAN,254000,0.1
PROCESSED MINERALS,KGS,KENYA,259000,0.03
PROCESSED MINERALS,KGS,KOREA RP,1473804,1.75
PROCESSED MINERALS,KGS,LIECHTENSTEIN,10,0
PROCESSED MINERALS,KGS,LITHUANIA,19100,0
PROCESSED MINERALS,KGS,MADAGASCAR,1987200,1.87
PROCESSED MINERALS,KGS,MALAYSIA,530142745,13.58
PROCESSED MINERALS,KGS,MAURITANIA,632187,0.08
PROCESSED MINERALS,KGS,MEXICO,857853,0.92
PROCESSED MINERALS,KGS,MOROCCO,182350,0.03
PROCESSED MINERALS,KGS,MOZAMBIQUE,97643665,22.25
PROCESSED MINERALS,KGS,NETHERLAND,31320383,20.4
PROCESSED MINERALS,KGS,NETHERLANDANTIL,75,0
PROCESSED MINERALS,KGS,NEW ZEALAND,695000,0.35
PROCESSED MINERALS,KGS,NIGERIA,840194,0.14
PROCESSED MINERALS,KGS,NORWAY,2243042,0.11
PROCESSED MINERALS,KGS,OMAN,2517946587,51.49
PROCESSED MINERALS,KGS,PAKISTAN IR,837139140,20.73
PROCESSED MINERALS,KGS,PHILIPPINES,120538,0.02
PROCESSED MINERALS,KGS,POLAND,399439,0.17
PROCESSED MINERALS,KGS,PORTUGAL,2548000,0.35
PROCESSED MINERALS,KGS,RUSSIA,681729,0.63
PROCESSED MINERALS,KGS,SAUDI ARAB,49388708,4.86
PROCESSED MINERALS,KGS,SENEGAL,500000,0.29
PROCESSED MINERALS,KGS,SIERRA LEONE,4344000,4.11
PROCESSED MINERALS,KGS,SINGAPORE,33070,0.15
PROCESSED MINERALS,KGS,SLOVAK REP,208004,0.09
PROCESSED MINERALS,KGS,SLOVENIA,274028,0.1
PROCESSED MINERALS,KGS,SOUTH AFRICA,4968700,3.65
PROCESSED MINERALS,KGS,SPAIN,20538270,5.3
PROCESSED MINERALS,KGS,SRI LANKA DSR,31712115,7.15
PROCESSED MINERALS,KGS,SWEDEN,110927,0.06
PROCESSED MINERALS,KGS,SWITZERLAND,47341,0.08
PROCESSED MINERALS,KGS,TAIWAN,1937445,0.51
PROCESSED MINERALS,KGS,TANZANIA REP,500,0
PROCESSED MINERALS,KGS,THAILAND,722568810,18.07
PROCESSED MINERALS,KGS,TURKEY,143890425,25.2
PROCESSED MINERALS,KGS,U ARAB EMTS,1980475780,44.19
PROCESSED MINERALS,KGS,U K,42763323,10.81
PROCESSED MINERALS,KGS,U S A,106110995,51.13
PROCESSED MINERALS,KGS,UKRAINE,127430800,18.69
PROCESSED MINERALS,KGS,UNSPECIFIED,37680150,1.54
PROCESSED MINERALS,KGS,URUGUAY,10917,0
PROCESSED MINERALS,KGS,VIETNAM SOC REP,604797240,207.81
PROCESSED MINERALS,KGS,ZIMBABWE,479850,0.23
"SULPHER, UNROASTED IRON PYRITE",TON,BAHARAIN IS,80298,11.95
"SULPHER, UNROASTED IRON PYRITE",TON,BELGIUM,12,0.03
"SULPHER, UNROASTED IRON PYRITE",TON,CHINA P RP,302,0.24
"SULPHER, UNROASTED IRON PYRITE",TON,DENMARK,0,0
"SULPHER, UNROASTED IRON PYRITE",TON,GERMANY,4,0.01
"SULPHER, UNROASTED IRON PYRITE",TON,IRAN,1042,0.22
"SULPHER, UNROASTED IRON PYRITE",TON,ITALY,125,0.08
"SULPHER, UNROASTED IRON PYRITE",TON,JAPAN,74286,11.12
"SULPHER, UNROASTED IRON PYRITE",TON,KOREA RP,5961,1.28
"SULPHER, UNROASTED IRON PYRITE",TON,KUWAIT,6998,0.99
"SULPHER, UNROASTED IRON PYRITE",TON,MALAYSIA,34,0.02
"SULPHER, UNROASTED IRON PYRITE",TON,MOROCCO,27502,2.73
"SULPHER, UNROASTED IRON PYRITE",TON,OMAN,250,0.06
"SULPHER, UNROASTED IRON PYRITE",TON,PAKISTAN IR,792,0.09
"SULPHER, UNROASTED IRON PYRITE",TON,QATAR,332893,45.77
"SULPHER, UNROASTED IRON PYRITE",TON,SAUDI ARAB,262115,31.85
"SULPHER, UNROASTED IRON PYRITE",TON,SINGAPORE,13264,1.61
"SULPHER, UNROASTED IRON PYRITE",TON,TAIWAN,93,0.17
"SULPHER, UNROASTED IRON PYRITE",TON,TURKEY,3686,0.57
"SULPHER, UNROASTED IRON PYRITE",TON,TURKMENISTAN,30808,4.13
"SULPHER, UNROASTED IRON PYRITE",TON,U ARAB EMTS,364417,52.13
"SULPHER, UNROASTED IRON PYRITE",TON,U S A,57,0.08
"SULPHER, UNROASTED IRON PYRITE",TON,UZBEKISTAN,6365,0.74
OTHER CRUDE MINERALS,KGS,ARGENTINA,80000,0.05
OTHER CRUDE MINERALS,KGS,AUSTRALIA,1479244,1.61
OTHER CRUDE MINERALS,KGS,AUSTRIA,55670,0.11
OTHER CRUDE MINERALS,KGS,BELGIUM,160010,0.22
OTHER CRUDE MINERALS,KGS,BHUTAN,21000,0
OTHER CRUDE MINERALS,KGS,BOLIVIA,4120000,0.88
OTHER CRUDE MINERALS,KGS,BRAZIL,74561252,40.06
OTHER CRUDE MINERALS,KGS,BULGARIA,173020,0.06
OTHER CRUDE MINERALS,KGS,CANADA,62572,0.04
OTHER CRUDE MINERALS,KGS,CHILE,27000,0.01
OTHER CRUDE MINERALS,KGS,CHINA P RP,99533113,32.39
OTHER CRUDE MINERALS,KGS,COLOMBIA,8,0
OTHER CRUDE MINERALS,KGS,CYPRUS,25,0
OTHER CRUDE MINERALS,KGS,CZECH REPUBLIC,180000,0.07
OTHER CRUDE MINERALS,KGS,DENMARK,4900,0.01
OTHER CRUDE MINERALS,KGS,FINLAND,20500,0.01
OTHER CRUDE MINERALS,KGS,FRANCE,93434772,8.45
OTHER CRUDE MINERALS,KGS,GERMANY,939341,1.26
OTHER CRUDE MINERALS,KGS,GREECE,36000,0.02
OTHER CRUDE MINERALS,KGS,HUNGARY,41000,0.01
OTHER CRUDE MINERALS,KGS,INDONESIA,25015,0
OTHER CRUDE MINERALS,KGS,IRAN,1043221,0.26
OTHER CRUDE MINERALS,KGS,ISRAEL,2,0
OTHER CRUDE MINERALS,KGS,ITALY,1219990,1.12
OTHER CRUDE MINERALS,KGS,JAPAN,47307721,5.59
OTHER CRUDE MINERALS,KGS,KAZAKHSTAN,55850750,26.08
OTHER CRUDE MINERALS,KGS,KENYA,3294500,0.74
OTHER CRUDE MINERALS,KGS,KOREA RP,32489510,3.1
OTHER CRUDE MINERALS,KGS,MADAGASCAR,53,0
OTHER CRUDE MINERALS,KGS,MALAYSIA,722045,0.89
OTHER CRUDE MINERALS,KGS,MEXICO,331628,0.17
OTHER CRUDE MINERALS,KGS,MONGOLIA,950642,0.65
OTHER CRUDE MINERALS,KGS,MOROCCO,7710195,2.23
OTHER CRUDE MINERALS,KGS,NETHERLAND,129610,0.16
OTHER CRUDE MINERALS,KGS,NEW ZEALAND,22000,0.01
OTHER CRUDE MINERALS,KGS,NORWAY,90606700,5.65
OTHER CRUDE MINERALS,KGS,PAKISTAN IR,2249130,0.49
OTHER CRUDE MINERALS,KGS,PAPUA N GNA,42,0
OTHER CRUDE MINERALS,KGS,PHILIPPINES,30,0
OTHER CRUDE MINERALS,KGS,POLAND,140000,0.06
OTHER CRUDE MINERALS,KGS,PORTUGAL,140000,0.14
OTHER CRUDE MINERALS,KGS,RUSSIA,225285150,113.16
OTHER CRUDE MINERALS,KGS,SINGAPORE,300,0
OTHER CRUDE MINERALS,KGS,SLOVENIA,155600,0.1
OTHER CRUDE MINERALS,KGS,SOMALIA,332575,0.41
OTHER CRUDE MINERALS,KGS,SOUTH AFRICA,72329855,18.64
OTHER CRUDE MINERALS,KGS,SPAIN,11389853,6.08
OTHER CRUDE MINERALS,KGS,SWEDEN,55,0
OTHER CRUDE MINERALS,KGS,SWITZERLAND,675025,0.43
OTHER CRUDE MINERALS,KGS,TAIWAN,126832,0.15
OTHER CRUDE MINERALS,KGS,THAILAND,35318655,9.6
OTHER CRUDE MINERALS,KGS,TURKEY,61770738,21.37
OTHER CRUDE MINERALS,KGS,U ARAB EMTS,388089808,13.29
OTHER CRUDE MINERALS,KGS,U K,774346,0.95
OTHER CRUDE MINERALS,KGS,U S A,4301548,3.72
OTHER CRUDE MINERALS,KGS,UNSPECIFIED,255340,0.07
OTHER CRUDE MINERALS,KGS,VIETNAM SOC REP,19630070,4.96
OTHER CRUDE MINERALS,KGS,YEMEN REPUBLC,28250,0.03
RAW HIDES AND SKINS,NA,ALBANIA,NA,0.09
RAW HIDES AND SKINS,NA,ANGOLA,NA,0.03
RAW HIDES AND SKINS,NA,ARGENTINA,NA,0.38
RAW HIDES AND SKINS,NA,AUSTRALIA,NA,1.11
RAW HIDES AND SKINS,NA,AZERBAIJAN,NA,0.09
RAW HIDES AND SKINS,NA,BANGLADESH PR,NA,0.08
RAW HIDES AND SKINS,NA,BELGIUM,NA,0.12
RAW HIDES AND SKINS,NA,BOLIVIA,NA,1.15
RAW HIDES AND SKINS,NA,BOSNIA-HRZGOVIN,NA,0.08
RAW HIDES AND SKINS,NA,BRAZIL,NA,0.08
RAW HIDES AND SKINS,NA,BRUNEI,NA,0.1
RAW HIDES AND SKINS,NA,CANADA,NA,0.03
RAW HIDES AND SKINS,NA,CHILE,NA,0.05
RAW HIDES AND SKINS,NA,CHINA P RP,NA,0.98
RAW HIDES AND SKINS,NA,COLOMBIA,NA,0.1
RAW HIDES AND SKINS,NA,CROATIA,NA,0.03
RAW HIDES AND SKINS,NA,CZECH REPUBLIC,NA,0.13
RAW HIDES AND SKINS,NA,DENMARK,NA,0.02
RAW HIDES AND SKINS,NA,DJIBOUTI,NA,0.32
RAW HIDES AND SKINS,NA,DOMINIC REP,NA,0.02
RAW HIDES AND SKINS,NA,EGYPT A RP,NA,0.08
RAW HIDES AND SKINS,NA,ETHIOPIA,NA,0
RAW HIDES AND SKINS,NA,FRANCE,NA,2.54
RAW HIDES AND SKINS,NA,GERMANY,NA,1.71
RAW HIDES AND SKINS,NA,GREECE,NA,0.07
RAW HIDES AND SKINS,NA,HONG KONG,NA,0.01
RAW HIDES AND SKINS,NA,INDONESIA,NA,0
RAW HIDES AND SKINS,NA,IRAN,NA,1.57
RAW HIDES AND SKINS,NA,IRAQ,NA,0.4
RAW HIDES AND SKINS,NA,IRELAND,NA,0
RAW HIDES AND SKINS,NA,ISRAEL,NA,0.1
RAW HIDES AND SKINS,NA,ITALY,NA,3.82
RAW HIDES AND SKINS,NA,JAPAN,NA,0.1
RAW HIDES AND SKINS,NA,KENYA,NA,0.16
RAW HIDES AND SKINS,NA,KUWAIT,NA,0.03
RAW HIDES AND SKINS,NA,LAO PD RP,NA,0.01
RAW HIDES AND SKINS,NA,LIBYA,NA,0
RAW HIDES AND SKINS,NA,MADAGASCAR,NA,0.27
RAW HIDES AND SKINS,NA,MALAWI,NA,0.18
RAW HIDES AND SKINS,NA,MALAYSIA,NA,0.16
RAW HIDES AND SKINS,NA,MYANMAR,NA,2.37
RAW HIDES AND SKINS,NA,NETHERLAND,NA,0.48
RAW HIDES AND SKINS,NA,NEW ZEALAND,NA,3.58
RAW HIDES AND SKINS,NA,NIGERIA,NA,0.26
RAW HIDES AND SKINS,NA,NORWAY,NA,0.42
RAW HIDES AND SKINS,NA,OMAN,NA,0.44
RAW HIDES AND SKINS,NA,PAKISTAN IR,NA,0.01
RAW HIDES AND SKINS,NA,PHILIPPINES,NA,0.07
RAW HIDES AND SKINS,NA,POLAND,NA,0.33
RAW HIDES AND SKINS,NA,PORTUGAL,NA,0.01
RAW HIDES AND SKINS,NA,QATAR,NA,0.01
RAW HIDES AND SKINS,NA,SAUDI ARAB,NA,8.26
RAW HIDES AND SKINS,NA,SENEGAL,NA,0.19
RAW HIDES AND SKINS,NA,SLOVENIA,NA,0.08
RAW HIDES AND SKINS,NA,SOMALIA,NA,0.21
RAW HIDES AND SKINS,NA,SOUTH AFRICA,NA,0.18
RAW HIDES AND SKINS,NA,SPAIN,NA,0.33
RAW HIDES AND SKINS,NA,SRI LANKA DSR,NA,0.01
RAW HIDES AND SKINS,NA,SUDAN,NA,0.18
RAW HIDES AND SKINS,NA,SYRIA,NA,0.11
RAW HIDES AND SKINS,NA,TAIWAN,NA,0
RAW HIDES AND SKINS,NA,TANZANIA REP,NA,0.34
RAW HIDES AND SKINS,NA,THAILAND,NA,1.68
RAW HIDES AND SKINS,NA,TOGO,NA,0.11
RAW HIDES AND SKINS,NA,TUNISIA,NA,3.21
RAW HIDES AND SKINS,NA,TURKEY,NA,1.18
RAW HIDES AND SKINS,NA,TURKMENISTAN,NA,0.02
RAW HIDES AND SKINS,NA,U ARAB EMTS,NA,1.24
RAW HIDES AND SKINS,NA,U K,NA,0.3
RAW HIDES AND SKINS,NA,U S A,NA,3
RAW HIDES AND SKINS,NA,URUGUAY,NA,0.02
RAW HIDES AND SKINS,NA,VENEZUELA,NA,0.07
RAW HIDES AND SKINS,NA,VIETNAM SOC REP,NA,0
RAW HIDES AND SKINS,NA,YEMEN REPUBLC,NA,1.91
FINISHED LEATHER,KGS,ALGERIA,568620,1.64
FINISHED LEATHER,KGS,ARGENTINA,3361904,41.77
FINISHED LEATHER,KGS,ARMENIA,48296,0.17
FINISHED LEATHER,KGS,AUSTRALIA,1943639,9.25
FINISHED LEATHER,KGS,AUSTRIA,28438,1.99
FINISHED LEATHER,KGS,AZERBAIJAN,684047,2.26
FINISHED LEATHER,KGS,BANGLADESH PR,2761768,6.89
FINISHED LEATHER,KGS,BELARUS,392933,5.12
FINISHED LEATHER,KGS,BELGIUM,21614,0.74
FINISHED LEATHER,KGS,BOLIVIA,120549,0.13
FINISHED LEATHER,KGS,BRAZIL,48278733,15.81
FINISHED LEATHER,KGS,CAMBODIA,906,0.03
FINISHED LEATHER,KGS,CANADA,132479,0.82
FINISHED LEATHER,KGS,CHILE,65926,0.34
FINISHED LEATHER,KGS,CHINA P RP,2440949,32.14
FINISHED LEATHER,KGS,COLOMBIA,82178,0.35
FINISHED LEATHER,KGS,COSTA RICA,48865,0.05
FINISHED LEATHER,KGS,CZECH REPUBLIC,266170,0.43
FINISHED LEATHER,KGS,DENMARK,17156,0.08
FINISHED LEATHER,KGS,DJIBOUTI,26200,0.02
FINISHED LEATHER,KGS,ECUADOR,278593,1.22
FINISHED LEATHER,KGS,EGYPT A RP,707918,12.74
FINISHED LEATHER,KGS,ESTONIA,23706,0.29
FINISHED LEATHER,KGS,ETHIOPIA,89802,1.78
FINISHED LEATHER,KGS,FINLAND,86739,1.82
FINISHED LEATHER,KGS,FRANCE,556068,5.83
FINISHED LEATHER,KGS,GEORGIA,12290,0.16
FINISHED LEATHER,KGS,GERMANY,1776054,9.67
FINISHED LEATHER,KGS,GREECE,5120,0.23
FINISHED LEATHER,KGS,HONG KONG,882502,11.64
FINISHED LEATHER,KGS,HUNGARY,1944089,2.03
FINISHED LEATHER,KGS,ICELAND,99,0.02
FINISHED LEATHER,KGS,INDONESIA,456423,11.15
FINISHED LEATHER,KGS,IRAN,2954447,10.94
FINISHED LEATHER,KGS,IRAQ,1850926,4.94
FINISHED LEATHER,KGS,ISRAEL,789,0.03
FINISHED LEATHER,KGS,ITALY,10651955,73.48
FINISHED LEATHER,KGS,JAPAN,92388,0.11
FINISHED LEATHER,KGS,KAZAKHSTAN,376771,1.63
FINISHED LEATHER,KGS,KENYA,4498308,4.76
FINISHED LEATHER,KGS,KOREA DP RP,20471,0
FINISHED LEATHER,KGS,KOREA RP,2399066,10.97
FINISHED LEATHER,KGS,KUWAIT,343830,1.17
FINISHED LEATHER,KGS,KYRGHYZSTAN,83600,0.06
FINISHED LEATHER,KGS,LAO PD RP,65,0
FINISHED LEATHER,KGS,LEBANON,110080,0.38
FINISHED LEATHER,KGS,LITHUANIA,674,0.02
FINISHED LEATHER,KGS,MACAO,1440,0.05
FINISHED LEATHER,KGS,MALAWI,87174,0.06
FINISHED LEATHER,KGS,MALAYSIA,3307,0.03
FINISHED LEATHER,KGS,MALI,27270,0.09
FINISHED LEATHER,KGS,MEXICO,848003,3.65
FINISHED LEATHER,KGS,MOROCCO,7319,0.27
FINISHED LEATHER,KGS,MYANMAR,244008,0.21
FINISHED LEATHER,KGS,NEPAL,974514,3.24
FINISHED LEATHER,KGS,NETHERLAND,202940,2.7
FINISHED LEATHER,KGS,NETHERLANDANTIL,1041,0.05
FINISHED LEATHER,KGS,NEW ZEALAND,1655442,4.38
FINISHED LEATHER,KGS,NIGERIA,1819505,17.9
FINISHED LEATHER,KGS,NORWAY,105482,0.13
FINISHED LEATHER,KGS,PAKISTAN IR,851045,24.19
FINISHED LEATHER,KGS,PANAMA REPUBLIC,292441,0.22
FINISHED LEATHER,KGS,PARAGUAY,506617,0.62
FINISHED LEATHER,KGS,PERU,53940,0.2
FINISHED LEATHER,KGS,PHILIPPINES,2000,0.04
FINISHED LEATHER,KGS,POLAND,485047,3.06
FINISHED LEATHER,KGS,PORTUGAL,175641,4.46
FINISHED LEATHER,KGS,ROMANIA,578522,0.64
FINISHED LEATHER,KGS,RUSSIA,665303,12.04
FINISHED LEATHER,KGS,SAUDI ARAB,9014591,31.45
FINISHED LEATHER,KGS,SENEGAL,503610,1.6
FINISHED LEATHER,KGS,SINGAPORE,95515,0.19
FINISHED LEATHER,KGS,SLOVAK REP,27907,2.19
FINISHED LEATHER,KGS,SLOVENIA,707069,0.44
FINISHED LEATHER,KGS,SOMALIA,73400,0.11
FINISHED LEATHER,KGS,SOUTH AFRICA,465238,1.88
FINISHED LEATHER,KGS,SPAIN,982738,12.65
FINISHED LEATHER,KGS,SRI LANKA DSR,55711,0.11
FINISHED LEATHER,KGS,SUDAN,153727,0.18
FINISHED LEATHER,KGS,SWEDEN,80,0
FINISHED LEATHER,KGS,SWITZERLAND,140596,0.87
FINISHED LEATHER,KGS,SYRIA,612212,2.18
FINISHED LEATHER,KGS,TAIWAN,523174,10.29
FINISHED LEATHER,KGS,TANZANIA REP,955502,0.96
FINISHED LEATHER,KGS,THAILAND,3885254,45.99
FINISHED LEATHER,KGS,TUNISIA,931217,3.23
FINISHED LEATHER,KGS,TURKEY,4881881,31.98
FINISHED LEATHER,KGS,U ARAB EMTS,1003130,3.4
FINISHED LEATHER,KGS,U K,531028,8.24
FINISHED LEATHER,KGS,U S A,1294103,12.04
FINISHED LEATHER,KGS,UGANDA,1213455,1.84
FINISHED LEATHER,KGS,UKRAINE,233290,1.43
FINISHED LEATHER,KGS,UNSPECIFIED,48077,0.71
FINISHED LEATHER,KGS,URUGUAY,210861,0.67
FINISHED LEATHER,KGS,UZBEKISTAN,145208,0.4
FINISHED LEATHER,KGS,VENEZUELA,17408,0.02
FINISHED LEATHER,KGS,VIETNAM SOC REP,2678040,27.7
FINISHED LEATHER,KGS,YEMEN REPUBLC,224324,0.14
FINISHED LEATHER,KGS,ZAMBIA,372665,0.49
LEATHER GOODS,NA,AUSTRALIA,NA,0.18
LEATHER GOODS,NA,AUSTRIA,NA,0
LEATHER GOODS,NA,BAHARAIN IS,NA,0
LEATHER GOODS,NA,BANGLADESH PR,NA,0.01
LEATHER GOODS,NA,BELGIUM,NA,0.03
LEATHER GOODS,NA,BENIN,NA,0
LEATHER GOODS,NA,BULGARIA,NA,0
LEATHER GOODS,NA,CAMBODIA,NA,0
LEATHER GOODS,NA,CANADA,NA,0.01
LEATHER GOODS,NA,CHINA P RP,NA,25.76
LEATHER GOODS,NA,CZECH REPUBLIC,NA,0.01
LEATHER GOODS,NA,DENMARK,NA,0
LEATHER GOODS,NA,EGYPT A RP,NA,0
LEATHER GOODS,NA,FINLAND,NA,0.02
LEATHER GOODS,NA,FRANCE,NA,8.84
LEATHER GOODS,NA,GERMANY,NA,1.01
LEATHER GOODS,NA,HONG KONG,NA,3.17
LEATHER GOODS,NA,HUNGARY,NA,0
LEATHER GOODS,NA,INDONESIA,NA,0.17
LEATHER GOODS,NA,IRELAND,NA,0.08
LEATHER GOODS,NA,ITALY,NA,9.71
LEATHER GOODS,NA,JAPAN,NA,0.1
LEATHER GOODS,NA,KOREA RP,NA,1.33
LEATHER GOODS,NA,MALAYSIA,NA,0.37
LEATHER GOODS,NA,MEXICO,NA,0
LEATHER GOODS,NA,MYANMAR,NA,0
LEATHER GOODS,NA,NEPAL,NA,0
LEATHER GOODS,NA,NETHERLAND,NA,0.05
LEATHER GOODS,NA,NORWAY,NA,0
LEATHER GOODS,NA,OMAN,NA,0
LEATHER GOODS,NA,PAKISTAN IR,NA,0.1
LEATHER GOODS,NA,PHILIPPINES,NA,0
LEATHER GOODS,NA,POLAND,NA,0
LEATHER GOODS,NA,PORTUGAL,NA,0.3
LEATHER GOODS,NA,ROMANIA,NA,0.11
LEATHER GOODS,NA,RUSSIA,NA,0
LEATHER GOODS,NA,SINGAPORE,NA,1.2
LEATHER GOODS,NA,SLOVAK REP,NA,0
LEATHER GOODS,NA,SPAIN,NA,8.15
LEATHER GOODS,NA,SRI LANKA DSR,NA,0.05
LEATHER GOODS,NA,SWEDEN,NA,0
LEATHER GOODS,NA,SWITZERLAND,NA,0.93
LEATHER GOODS,NA,TAIWAN,NA,0.02
LEATHER GOODS,NA,THAILAND,NA,0.46
LEATHER GOODS,NA,TUNISIA,NA,0
LEATHER GOODS,NA,TURKEY,NA,0.15
LEATHER GOODS,NA,U ARAB EMTS,NA,0.06
LEATHER GOODS,NA,U K,NA,0.42
LEATHER GOODS,NA,U S A,NA,3.37
LEATHER GOODS,NA,UKRAINE,NA,0
LEATHER GOODS,NA,UNSPECIFIED,NA,0.97
LEATHER GOODS,NA,VIETNAM SOC REP,NA,0.57
LEATHER GARMENTS,KGS,BANGLADESH PR,56,0
LEATHER GARMENTS,KGS,BULGARIA,20,0
LEATHER GARMENTS,KGS,CANADA,400,0.03
LEATHER GARMENTS,KGS,CHINA P RP,3746,0.16
LEATHER GARMENTS,KGS,DENMARK,12,0
LEATHER GARMENTS,KGS,FRANCE,220,0.02
LEATHER GARMENTS,KGS,GERMANY,1435,0.12
LEATHER GARMENTS,KGS,HONG KONG,382,0.03
LEATHER GARMENTS,KGS,ITALY,7261,0.31
LEATHER GARMENTS,KGS,MOROCCO,4,0
LEATHER GARMENTS,KGS,MYANMAR,8,0
LEATHER GARMENTS,KGS,NETHERLAND,243,0.03
LEATHER GARMENTS,KGS,PAKISTAN IR,601,0.03
LEATHER GARMENTS,KGS,POLAND,25,0.01
LEATHER GARMENTS,KGS,PORTUGAL,131,0.01
LEATHER GARMENTS,KGS,SPAIN,9286,0.29
LEATHER GARMENTS,KGS,SWITZERLAND,1351,0.07
LEATHER GARMENTS,KGS,TAIWAN,150,0.01
LEATHER GARMENTS,KGS,TUNISIA,125,0.01
LEATHER GARMENTS,KGS,TURKEY,391,0.02
LEATHER GARMENTS,KGS,U ARAB EMTS,50,0
LEATHER GARMENTS,KGS,U K,301,0.01
LEATHER GARMENTS,KGS,U S A,457,0.04
LEATHER GARMENTS,KGS,UNSPECIFIED,21128,1.34
LEATHER GARMENTS,KGS,VIETNAM SOC REP,140,0.01
FOOTWEAR OF LEATHER,NA,ALBANIA,NA,0.01
FOOTWEAR OF LEATHER,NA,AUSTRALIA,NA,0.18
FOOTWEAR OF LEATHER,NA,AUSTRIA,NA,0
FOOTWEAR OF LEATHER,NA,BAHARAIN IS,NA,0
FOOTWEAR OF LEATHER,NA,BANGLADESH PR,NA,9.63
FOOTWEAR OF LEATHER,NA,BELGIUM,NA,0.28
FOOTWEAR OF LEATHER,NA,BOSNIA-HRZGOVIN,NA,0.02
FOOTWEAR OF LEATHER,NA,BRAZIL,NA,3.3
FOOTWEAR OF LEATHER,NA,BULGARIA,NA,0
FOOTWEAR OF LEATHER,NA,CAMBODIA,NA,2.93
FOOTWEAR OF LEATHER,NA,CANADA,NA,0.08
FOOTWEAR OF LEATHER,NA,CHINA P RP,NA,194.19
FOOTWEAR OF LEATHER,NA,CROATIA,NA,0.03
FOOTWEAR OF LEATHER,NA,CYPRUS,NA,0
FOOTWEAR OF LEATHER,NA,CZECH REPUBLIC,NA,0.33
FOOTWEAR OF LEATHER,NA,DENMARK,NA,0.13
FOOTWEAR OF LEATHER,NA,ETHIOPIA,NA,0.04
FOOTWEAR OF LEATHER,NA,FINLAND,NA,0
FOOTWEAR OF LEATHER,NA,FRANCE,NA,0.97
FOOTWEAR OF LEATHER,NA,GERMANY,NA,1.2
FOOTWEAR OF LEATHER,NA,GREECE,NA,0
FOOTWEAR OF LEATHER,NA,HONG KONG,NA,7.57
FOOTWEAR OF LEATHER,NA,HUNGARY,NA,0
FOOTWEAR OF LEATHER,NA,INDONESIA,NA,14.08
FOOTWEAR OF LEATHER,NA,IRELAND,NA,0
FOOTWEAR OF LEATHER,NA,ITALY,NA,13.02
FOOTWEAR OF LEATHER,NA,JAPAN,NA,0.3
FOOTWEAR OF LEATHER,NA,JORDAN,NA,0.02
FOOTWEAR OF LEATHER,NA,KENYA,NA,0
FOOTWEAR OF LEATHER,NA,KOREA RP,NA,0.23
FOOTWEAR OF LEATHER,NA,MALAYSIA,NA,2.01
FOOTWEAR OF LEATHER,NA,MEXICO,NA,0.06
FOOTWEAR OF LEATHER,NA,MOROCCO,NA,0.01
FOOTWEAR OF LEATHER,NA,MYANMAR,NA,0.16
FOOTWEAR OF LEATHER,NA,NEPAL,NA,12.42
FOOTWEAR OF LEATHER,NA,NETHERLAND,NA,0.48
FOOTWEAR OF LEATHER,NA,NEW CALEDONIA,NA,0
FOOTWEAR OF LEATHER,NA,NEW ZEALAND,NA,0.01
FOOTWEAR OF LEATHER,NA,OMAN,NA,0
FOOTWEAR OF LEATHER,NA,PAKISTAN IR,NA,0.18
FOOTWEAR OF LEATHER,NA,PANAMA REPUBLIC,NA,0.01
FOOTWEAR OF LEATHER,NA,PHILIPPINES,NA,0
FOOTWEAR OF LEATHER,NA,POLAND,NA,0.07
FOOTWEAR OF LEATHER,NA,PORTUGAL,NA,0.83
FOOTWEAR OF LEATHER,NA,ROMANIA,NA,0.15
FOOTWEAR OF LEATHER,NA,RUSSIA,NA,0.01
FOOTWEAR OF LEATHER,NA,SAUDI ARAB,NA,0.02
FOOTWEAR OF LEATHER,NA,SINGAPORE,NA,1.82
FOOTWEAR OF LEATHER,NA,SLOVAK REP,NA,0.02
FOOTWEAR OF LEATHER,NA,SLOVENIA,NA,0.23
FOOTWEAR OF LEATHER,NA,SOUTH AFRICA,NA,0.02
FOOTWEAR OF LEATHER,NA,SPAIN,NA,6.38
FOOTWEAR OF LEATHER,NA,SRI LANKA DSR,NA,0.04
FOOTWEAR OF LEATHER,NA,SWEDEN,NA,0.01
FOOTWEAR OF LEATHER,NA,SWITZERLAND,NA,0.4
